id,CIEX,CIEY,CIEX_DIFF,CIEY_DIFF
2,3.1388794946292635,2.1603094736303183,0.005000908718720609,0.0034505417440557906
4,3.1365653672573544,2.159395400835457,0.0050443668026805,0.003245886063701242
5,3.1365653672573544,2.1595800290952654,0.005060439916603876,0.0035300516015563943
7,3.138714767259538,2.1594801358312035,0.004986574306584224,0.003850216405757223
10,3.138916435369932,2.1594133438956646,0.005052646361965785,0.0036338130801487623
12,3.1389212407338785,2.1602691399799347,0.005038887403699732,0.0032643760555348678
13,3.1366336392363245,2.1593368295080877,0.005070207740658361,0.0033859652918462047
14,3.138714767259538,2.159320773741034,0.005065934540686712,0.003843051512808948
15,3.1387924058620955,2.159320773741034,0.00504051948039308,0.0032529900163584813
17,3.1365653672573544,2.1592643490002827,0.0051022409799390545,0.003379561880842097
18,3.1365653672573544,2.159395400835457,0.005096509755471601,0.003246261833266928
19,3.1389212407338785,2.1594248110736447,0.005037613663865237,0.0032643760555348678
21,3.13657084204412,2.15911117839134,0.00508489156762959,0.0032382231462504407
24,3.1366336392363245,2.15911117839134,0.005009693240012325,0.003256876386315888
25,3.1365688902436424,2.1592482932332295,0.005053900397696154,0.003443147283253012
26,3.1366336392363245,2.1593744284583365,0.004978175702953003,0.003314748383768773
27,3.137121100413613,2.1593325037569517,0.005068075381372772,0.0036816740084004707
28,3.138916435369932,2.1598973707190585,0.004903734611311883,0.0037367027764236838
31,3.13657084204412,2.1591382302659863,0.005065516817365889,0.0034780235401035142
32,3.1389212407338785,2.160069035064297,0.004969679846932529,0.0034532331092105295
33,3.1365922059433933,2.1591220063139414,0.004908891645505342,0.004152928824590063
34,3.1368008184307055,2.159156173326194,0.004951919522842907,0.003391712586815032
35,3.138541377924173,2.160042655112048,0.004973147321637228,0.003790597096095638
36,3.138916435369932,2.160069035064297,0.004937455892632947,0.003250057787597349
39,3.13657084204412,2.159147568161112,0.004881748436377897,0.003907276932637593
41,3.1365922059433933,2.159147568161112,0.004891390325243883,0.003932777114566299
42,3.1365735052102277,2.1591003904724992,0.004878083708818259,0.004491579068324647
44,3.136554572504021,2.158043194127859,0.004807856753737738,0.005072000187976045
45,3.136556524304499,2.158323738084882,0.004867838164655858,0.004029753224838117
47,3.136554572504021,2.157698449654114,0.004936523118483471,0.004558496808030554
51,3.136559317089162,2.15742219742279,0.004613760796730482,0.004988703920305149
52,3.136559317089162,2.157419923813575,0.004724892962167715,0.004582748776155832
53,3.136559317089162,2.157861456926893,0.0047329698225828665,0.005446600177005045
55,3.136559317089162,2.1582172513071334,0.00487204690569687,0.005459281869574006
56,3.136557365288684,2.157460156723802,0.004733155023775915,0.005428344797945961
57,3.136559317089162,2.1583403426615164,0.004663784380805502,0.0051648537292301455
58,3.139000274699958,2.1594060665200705,0.004813650528833868,0.0028970320424814844
59,3.140444960935943,2.1594060665200705,0.004837371704379478,0.003142194786362573
62,3.140444960935943,2.1594060665200705,0.004846170158973706,0.0029130721848886765
65,3.140444960935943,2.1594060665200705,0.004845910587707003,0.003142194786362573
72,3.140444960935943,2.1594060665200705,0.0048716306336871185,0.0032728795148218026
