id,CIEX,CIEY,CIEX_DIFF,CIEY_DIFF
2,3.1382977060107122,2.1597869494464006,0.005724303696683421,0.004206155430371765
4,3.1382325262685473,2.159439705639245,0.005678314112590608,0.003682868344525012
5,3.139202456537738,2.159750252956881,0.004713739713121609,0.004026536417040496
7,3.1382276543846923,2.159913451615188,0.0047280288368561985,0.0041059284460940445
10,3.138248312464384,2.159604066179971,0.004785177552327985,0.0040505522400624125
12,3.138248312464384,2.1596191120949433,0.004713739713121609,0.003992165635893896
13,3.1382118681888556,2.159579673660427,0.0048259044225993425,0.004228166368570237
14,3.1377078520142727,2.1589426562730067,0.0047280288368561985,0.004069015021385284
15,3.1379437825449226,2.158984891298454,0.004792956858074866,0.003677457511458178
17,3.1382118681888556,2.1590383830899924,0.00473580814260308,0.0033859087517189965
18,3.1382118681888556,2.1596734661918084,0.004785177552327985,0.004015919282753336
19,3.1382276543846923,2.15904014354073,0.0047280288368561985,0.0044100572884956816
21,3.138248312464384,2.1592589569751004,0.004722137984725873,0.004208928167517841
24,3.1378744442403037,2.1588538668262895,0.005171297907046931,0.003423609675857048
25,3.1382325262685473,2.158812284935852,0.0047280288368561985,0.004058324145382996
26,3.1379219365031066,2.1587472416534634,0.0047280288368561985,0.004129547938176458
27,3.138700816169264,2.1587888235439006,0.004712051548668813,0.004001716221162377
28,3.138248312464384,2.1589403485460665,0.004774696015555636,0.004228166368570237
31,3.138248312464384,2.158795705483674,0.004729917290472754,0.004146513561492975
32,3.1382276543846923,2.158976320348721,0.004732394057692007,0.004071226156735866
33,3.1382325262685473,2.158783549352654,0.004713739713121609,0.00417618307752467
34,3.1382276543846923,2.158976320348721,0.00473580814260308,0.004236191621961263
35,3.1382276543846923,2.158976320348721,0.004722137984725873,0.004233178352380345
36,3.1382118681888556,2.158901042900692,0.004711643015556905,0.0033989794748315234
39,3.1382616610134773,2.1589555704505097,0.00473580814260308,0.0046196549365169455
41,3.1382616610134773,2.158859281444106,0.004711643015556905,0.00415319408323738
42,3.1378726122463707,2.1579627295893435,0.00473580814260308,0.004216646193379314
44,3.1375413239246575,2.1595179316187125,0.004707392011972185,0.004284032293771721
45,3.1385546126684924,2.1598033240509635,0.004805267597715328,0.004743076164507864
47,3.1377274041412244,2.158996472066319,0.004707392011972185,0.0043753201465852026
51,3.138217696593401,2.159619221095411,0.0048347279379449696,0.004299135315112298
52,3.138700816169264,2.159966595643317,0.004707392011972185,0.004297184733402045
53,3.1381970385137095,2.1604180122462933,0.0063163112263346565,0.0037622387039809423
55,3.138843286996387,2.160216597556628,0.005957353166907894,0.00443358225987801
56,3.1382118681888556,2.1599616029710766,0.0047280288368561985,0.004526137688569754
57,3.1409828050742448,2.160020382742476,0.007377168963652856,0.0052032526880111925
58,3.139202456537738,2.159539263644393,0.0047994169045559145,0.019997582378769196
59,3.139202456537738,2.1595280161936334,0.004749664343420931,0.003328385311035204
62,3.139202456537738,2.159539263644393,0.004749664343420931,0.0034390833078585753
65,3.1391531606562095,2.1595174790433522,0.004813718983016455,0.003364008592738771
72,3.1391531606562095,2.1593738048131543,0.004713739713121609,0.003459238309750595
74,3.138841414192161,2.1595778275116144,0.004713739713121609,0.003487009235046204
75,3.138841414192161,2.1599708736275263,0.004794337753980264,0.0034964754532096844
77,3.1390013466992603,2.159396728406367,0.004713739713121609,0.0032691480666020645
78,3.1394030961988966,2.162026414365349,0.00549486990414204,0.0036331925981779602
82,3.139463759068763,2.16125187490531,0.004700210514526871,0.007585450646766783
84,3.1394676886066732,2.159613045551302,0.005289718820687022,0.004255510609026557
86,3.1393516654477014,2.159283094369682,0.005912570376328584,0.004751800230844758
88,3.1397265254675313,2.160467237302935,0.005306976246395399,0.004530391436868153
93,3.1402030687034466,2.1604723007635105,0.00529971322414593,0.0038274240394517967
94,3.1402432252601513,2.160096229723419,0.004816250665795907,0.003958168132353174
95,3.1401854437555268,2.1599897644462733,0.005348840548818124,0.004200191545091699
97,3.139829256409135,2.1599897644462733,0.004774696015555636,0.004541677900650457
100,3.1398121587611088,2.160110140233603,0.004713739713121609,0.0036222712127309963
101,3.139202456537738,2.160000501200643,0.004707848860991283,0.004232953322526618
103,3.1391199375447814,2.15998720761919,0.004707848860991283,0.005506931953206135
104,3.138282319093169,2.1597024252447343,0.004713739713121609,0.00430122097159085
106,3.1389977448605633,2.159698597945261,0.0047280288368561985,0.004269979342286515
107,3.139046874671132,2.1599897644462733,0.004713739713121609,0.0038447692678832725
109,3.138521002254669,2.1595861920493764,0.0047215190188684905,0.004246648080078661
113,3.1382616610134773,2.1591897798619497,0.005491025873265748,0.00407343317314897
114,3.138788809261862,2.159795153310322,0.00548719086302848,0.004071969405033028
115,3.1385355224696703,2.1591982430156604,0.0055277039271563015,0.008551055039233979
117,3.13908009778256,2.158783549352654,0.004713739713121609,0.004632194601924106
119,3.1391531606562095,2.1586407354740813,0.005170757440763026,0.0035863755130925348
120,3.1391531606562095,2.1577309367293394,0.004725770493354534,0.0045416956596464626
128,3.1391531606562095,2.1587536533760443,0.004724920781591268,0.004372859263362955
129,3.139355102515766,2.1589244526192526,0.004701501159841859,0.004558568419327429
130,3.139305806634237,2.158759819039378,0.0046943196623965445,0.004660205509333506
133,3.1394350286311634,2.1588085405067563,0.0046943196623965445,0.004536558393427338
134,3.1396338422588483,2.158783549352654,0.00467769142089099,0.004836104659645388
135,3.1391531606562095,2.1587645547351046,0.0046943196623965445,0.004384634527314691
136,3.139202456537738,2.1589544513129595,0.004700210514526871,0.004589204724638469
139,3.139521243358613,2.1587485354364238,0.004689513529640412,0.00418861279574121
140,3.139265593176341,2.158828875672188,0.004657361779384382,0.004554205115946885
142,3.1395225155825854,2.15884628288798,0.0046943196623965445,0.004532835406163263
146,3.139559799069167,2.1589244526192526,0.00467769142089099,0.004530527697540451
147,3.1392867254324615,2.1589014148097068,0.0046943196623965445,0.004395845638425802
148,3.1392867254324615,2.1588864696084347,0.0046943196623965445,0.004515941791431449
151,3.139820843624193,2.158783549352654,0.0046706984997040854,0.003726023503058383
154,3.139521243358613,2.158783549352654,0.004675998102469389,0.0035976588012952403
155,3.1395845463773195,2.1589555704505097,0.004675998102469389,0.004333856375399394
157,3.139265593176341,2.1589014148097068,0.004675998102469389,0.005069769128980513
160,3.1393272536057704,2.158859281444106,0.004700210514526871,0.004519214851574452
161,3.1392867254324615,2.158859281444106,0.004685450782956076,0.004921192995818501
164,3.1398434257937833,2.1589244526192526,0.004700210514526871,0.006187559526161942
165,3.1394443524484488,2.1588524191526592,0.0046943196623965445,0.004542145434935451
166,3.1395393950674695,2.158970186508081,0.0046706984997040854,0.0036731778703181753
167,3.1395225155825854,2.1588941190662028,0.00467955993082575,0.004405055667315405
169,3.1398121587611088,2.1589544513129595,0.004665089522527874,0.004521888928511442
170,3.1392896346529664,2.1589436933282578,0.00467769142089099,0.004525122688991723
175,3.1396338422588483,2.1589419430988093,0.004673781732700719,0.003906881268424605
